# Adapted from <https://www.metoffice.gov.uk/blog/2023/no-need-to-see-red-over-met-office-colour-scale>

# units: mph
0,207,56,44
5,189,56,49
10,166,45,65
15,121,45,80
20,68,63,80
25,49,100,82
30,41,100,75
35,37,100,69
40,29,97,63
45,19,91,59
50,4,75,54
55,345,99,38
60,344,100,22
70,346,100,11
80,346,100,6
90,352,100,3
