# Based on <https://www.metoffice.gov.uk/blog/2023/no-need-to-see-red-over-met-office-colour-scale>

# units: °C
50,352,100,3
45,346,100,6
40,346,100,11
35,344,100,22
30,345,99,38
27,4,75,54
24,19,91,59
22,29,97,63
20,35,100,65
18,37,100,69
16,38,100,71
14,41,100,75
12,46,100,79
10,49,100,82
8,68,63,80
6,89,59,81
4,121,45,80
2,157,45,70
0,166,45,65
-2,179,45,57
-4,189,56,49
-6,197,74,44
-8,207,56,44
-10,225,39,43
-15,226,86,25
-20,225,95,16
-30,225,97,11
-40,226,94,6
